ProductKey,ProductAlternateKey,Product Name,Price,Color,Product Model Name,Size,Product Description,Product Line,Product Status,Product Category,Product Subcategory
240,FR-R92R-62,"HL Road Frame - Red, 62",1431.50,Red,HL Road Frame,62,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
241,FR-R92R-44,"HL Road Frame - Red, 44",1263.4598,Red,HL Road Frame,44,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
242,FR-R92R-44,"HL Road Frame - Red, 44",1301.3636,Red,HL Road Frame,44,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
243,FR-R92R-44,"HL Road Frame - Red, 44",1431.50,Red,HL Road Frame,44,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
244,FR-R92R-48,"HL Road Frame - Red, 48",1263.4598,Red,HL Road Frame,48,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
245,FR-R92R-48,"HL Road Frame - Red, 48",1301.3636,Red,HL Road Frame,48,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
246,FR-R92R-48,"HL Road Frame - Red, 48",1431.50,Red,HL Road Frame,48,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
247,FR-R92R-52,"HL Road Frame - Red, 52",1263.4598,Red,HL Road Frame,52,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
248,FR-R92R-52,"HL Road Frame - Red, 52",1301.3636,Red,HL Road Frame,52,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
249,FR-R92R-52,"HL Road Frame - Red, 52",1431.50,Red,HL Road Frame,52,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
250,FR-R92R-56,"HL Road Frame - Red, 56",1263.4598,Red,HL Road Frame,56,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
251,FR-R92R-56,"HL Road Frame - Red, 56",1301.3636,Red,HL Road Frame,56,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Outdate,Components,Road Frames
252,FR-R92R-56,"HL Road Frame - Red, 56",1431.50,Red,HL Road Frame,56,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,"R ",Current,Components,Road Frames
253,FR-R38B-58,"LL Road Frame - Black, 58",297.6346,Black,LL Road Frame,58,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
254,FR-R38B-58,"LL Road Frame - Black, 58",306.5636,Black,LL Road Frame,58,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
255,FR-R38B-58,"LL Road Frame - Black, 58",337.22,Black,LL Road Frame,58,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Current,Components,Road Frames
256,FR-R38B-60,"LL Road Frame - Black, 60",297.6346,Black,LL Road Frame,60,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
257,FR-R38B-60,"LL Road Frame - Black, 60",306.5636,Black,LL Road Frame,60,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
258,FR-R38B-60,"LL Road Frame - Black, 60",337.22,Black,LL Road Frame,60,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Current,Components,Road Frames
259,FR-R38B-62,"LL Road Frame - Black, 62",297.6346,Black,LL Road Frame,62,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
260,FR-R38B-62,"LL Road Frame - Black, 62",306.5636,Black,LL Road Frame,62,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
261,FR-R38B-62,"LL Road Frame - Black, 62",337.22,Black,LL Road Frame,62,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Current,Components,Road Frames
262,FR-R38R-44,"LL Road Frame - Red, 44",306.5636,Red,LL Road Frame,44,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
263,FR-R38R-44,"LL Road Frame - Red, 44",337.22,Red,LL Road Frame,44,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
264,FR-R38R-48,"LL Road Frame - Red, 48",306.5636,Red,LL Road Frame,48,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
265,FR-R38R-48,"LL Road Frame - Red, 48",337.22,Red,LL Road Frame,48,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
266,FR-R38R-52,"LL Road Frame - Red, 52",306.5636,Red,LL Road Frame,52,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
267,FR-R38R-52,"LL Road Frame - Red, 52",337.22,Red,LL Road Frame,52,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
268,FR-R38R-58,"LL Road Frame - Red, 58",306.5636,Red,LL Road Frame,58,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
269,FR-R38R-58,"LL Road Frame - Red, 58",337.22,Red,LL Road Frame,58,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
270,FR-R38R-60,"LL Road Frame - Red, 60",306.5636,Red,LL Road Frame,60,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
271,FR-R38R-60,"LL Road Frame - Red, 60",337.22,Red,LL Road Frame,60,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
272,FR-R38R-62,"LL Road Frame - Red, 62",306.5636,Red,LL Road Frame,62,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
273,FR-R38R-62,"LL Road Frame - Red, 62",337.22,Red,LL Road Frame,62,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
274,FR-R72R-44,"ML Road Frame - Red, 44",594.83,Red,ML Road Frame,44,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","R ",Outdate,Components,Road Frames
275,FR-R72R-48,"ML Road Frame - Red, 48",594.83,Red,ML Road Frame,48,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","R ",Outdate,Components,Road Frames
276,FR-R72R-52,"ML Road Frame - Red, 52",594.83,Red,ML Road Frame,52,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","R ",Outdate,Components,Road Frames
277,FR-R72R-58,"ML Road Frame - Red, 58",594.83,Red,ML Road Frame,58,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","R ",Outdate,Components,Road Frames
278,FR-R72R-60,"ML Road Frame - Red, 60",594.83,Red,ML Road Frame,60,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","R ",Outdate,Components,Road Frames
279,FR-R38B-44,"LL Road Frame - Black, 44",297.6346,Black,LL Road Frame,44,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
280,FR-R38B-44,"LL Road Frame - Black, 44",306.5636,Black,LL Road Frame,44,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
281,FR-R38B-44,"LL Road Frame - Black, 44",337.22,Black,LL Road Frame,44,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Current,Components,Road Frames
282,FR-R38B-48,"LL Road Frame - Black, 48",297.6346,Black,LL Road Frame,48,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
283,FR-R38B-48,"LL Road Frame - Black, 48",306.5636,Black,LL Road Frame,48,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
284,FR-R38B-48,"LL Road Frame - Black, 48",337.22,Black,LL Road Frame,48,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Current,Components,Road Frames
285,FR-R38B-52,"LL Road Frame - Black, 52",297.6346,Black,LL Road Frame,52,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
286,FR-R38B-52,"LL Road Frame - Black, 52",306.5636,Black,LL Road Frame,52,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Outdate,Components,Road Frames
287,FR-R38B-52,"LL Road Frame - Black, 52",337.22,Black,LL Road Frame,52,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","R ",Current,Components,Road Frames
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",1204.3248,Silver,HL Mountain Frame,42,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",1240.4545,Silver,HL Mountain Frame,42,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",1364.50,Silver,HL Mountain Frame,42,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Current,Components,Mountain Frames
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",1364.50,Silver,HL Mountain Frame,44,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",1364.50,Silver,HL Mountain Frame,48,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",1204.3248,Silver,HL Mountain Frame,46,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",1240.4545,Silver,HL Mountain Frame,46,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",1364.50,Silver,HL Mountain Frame,46,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Current,Components,Mountain Frames
296,FR-M94B-42,"HL Mountain Frame - Black, 42",1191.1739,Black,HL Mountain Frame,42,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
297,FR-M94B-42,"HL Mountain Frame - Black, 42",1226.9091,Black,HL Mountain Frame,42,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
298,FR-M94B-42,"HL Mountain Frame - Black, 42",1349.60,Black,HL Mountain Frame,42,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Current,Components,Mountain Frames
299,FR-M94B-44,"HL Mountain Frame - Black, 44",1349.60,Black,HL Mountain Frame,44,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
300,FR-M94B-48,"HL Mountain Frame - Black, 48",1349.60,Black,HL Mountain Frame,48,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
301,FR-M94B-46,"HL Mountain Frame - Black, 46",1191.1739,Black,HL Mountain Frame,46,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
302,FR-M94B-46,"HL Mountain Frame - Black, 46",1226.9091,Black,HL Mountain Frame,46,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
303,FR-M94B-46,"HL Mountain Frame - Black, 46",1349.60,Black,HL Mountain Frame,46,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Current,Components,Mountain Frames
304,FR-M94B-38,"HL Mountain Frame - Black, 38",1191.1739,Black,HL Mountain Frame,38,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
305,FR-M94B-38,"HL Mountain Frame - Black, 38",1226.9091,Black,HL Mountain Frame,38,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
306,FR-M94B-38,"HL Mountain Frame - Black, 38",1349.60,Black,HL Mountain Frame,38,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Current,Components,Mountain Frames
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",1204.3248,Silver,HL Mountain Frame,38,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",1240.4545,Silver,HL Mountain Frame,38,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Outdate,Components,Mountain Frames
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",1364.50,Silver,HL Mountain Frame,38,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"M ",Current,Components,Mountain Frames
310,BK-R93R-62,"Road-150 Red, 62",3578.27,Red,Road-150,62,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","R ",Outdate,Bikes,Road Bikes
311,BK-R93R-44,"Road-150 Red, 44",3578.27,Red,Road-150,44,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","R ",Outdate,Bikes,Road Bikes
312,BK-R93R-48,"Road-150 Red, 48",3578.27,Red,Road-150,48,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","R ",Outdate,Bikes,Road Bikes
313,BK-R93R-52,"Road-150 Red, 52",3578.27,Red,Road-150,52,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","R ",Outdate,Bikes,Road Bikes
314,BK-R93R-56,"Road-150 Red, 56",3578.27,Red,Road-150,56,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","R ",Outdate,Bikes,Road Bikes
315,BK-R68R-58,"Road-450 Red, 58",1457.99,Red,Road-450,58,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","R ",Outdate,Bikes,Road Bikes
316,BK-R68R-60,"Road-450 Red, 60",1457.99,Red,Road-450,60,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","R ",Outdate,Bikes,Road Bikes
317,BK-R68R-44,"Road-450 Red, 44",1457.99,Red,Road-450,44,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","R ",Outdate,Bikes,Road Bikes
318,BK-R68R-48,"Road-450 Red, 48",1457.99,Red,Road-450,48,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","R ",Outdate,Bikes,Road Bikes
319,BK-R68R-52,"Road-450 Red, 52",1457.99,Red,Road-450,52,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","R ",Outdate,Bikes,Road Bikes
320,BK-R50R-58,"Road-650 Red, 58",699.0982,Red,Road-650,58,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
321,BK-R50R-58,"Road-650 Red, 58",782.99,Red,Road-650,58,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
322,BK-R50R-60,"Road-650 Red, 60",699.0982,Red,Road-650,60,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
323,BK-R50R-60,"Road-650 Red, 60",782.99,Red,Road-650,60,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
324,BK-R50R-62,"Road-650 Red, 62",699.0982,Red,Road-650,62,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
325,BK-R50R-62,"Road-650 Red, 62",782.99,Red,Road-650,62,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
326,BK-R50R-44,"Road-650 Red, 44",699.0982,Red,Road-650,44,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
327,BK-R50R-44,"Road-650 Red, 44",782.99,Red,Road-650,44,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
328,BK-R50R-48,"Road-650 Red, 48",699.0982,Red,Road-650,48,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
329,BK-R50R-48,"Road-650 Red, 48",782.99,Red,Road-650,48,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
330,BK-R50R-52,"Road-650 Red, 52",699.0982,Red,Road-650,52,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
331,BK-R50R-52,"Road-650 Red, 52",782.99,Red,Road-650,52,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
332,BK-R50B-58,"Road-650 Black, 58",699.0982,Black,Road-650,58,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
333,BK-R50B-58,"Road-650 Black, 58",782.99,Black,Road-650,58,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
334,BK-R50B-60,"Road-650 Black, 60",699.0982,Black,Road-650,60,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
335,BK-R50B-60,"Road-650 Black, 60",782.99,Black,Road-650,60,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
336,BK-R50B-62,"Road-650 Black, 62",699.0982,Black,Road-650,62,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
337,BK-R50B-62,"Road-650 Black, 62",782.99,Black,Road-650,62,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
338,BK-R50B-44,"Road-650 Black, 44",699.0982,Black,Road-650,44,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
339,BK-R50B-44,"Road-650 Black, 44",782.99,Black,Road-650,44,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
340,BK-R50B-48,"Road-650 Black, 48",699.0982,Black,Road-650,48,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
341,BK-R50B-48,"Road-650 Black, 48",782.99,Black,Road-650,48,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
342,BK-R50B-52,"Road-650 Black, 52",699.0982,Black,Road-650,52,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
343,BK-R50B-52,"Road-650 Black, 52",782.99,Black,Road-650,52,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","R ",Outdate,Bikes,Road Bikes
344,BK-M82S-38,"Mountain-100 Silver, 38",3399.99,Silver,Mountain-100,38,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
345,BK-M82S-42,"Mountain-100 Silver, 42",3399.99,Silver,Mountain-100,42,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
346,BK-M82S-44,"Mountain-100 Silver, 44",3399.99,Silver,Mountain-100,44,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
347,BK-M82S-48,"Mountain-100 Silver, 48",3399.99,Silver,Mountain-100,48,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
348,BK-M82B-38,"Mountain-100 Black, 38",3374.99,Black,Mountain-100,38,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
349,BK-M82B-42,"Mountain-100 Black, 42",3374.99,Black,Mountain-100,42,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
350,BK-M82B-44,"Mountain-100 Black, 44",3374.99,Black,Mountain-100,44,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
351,BK-M82B-48,"Mountain-100 Black, 48",3374.99,Black,Mountain-100,48,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","M ",Outdate,Bikes,Mountain Bikes
352,BK-M68S-38,"Mountain-200 Silver, 38",2071.4196,Silver,Mountain-200,38,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Outdate,Bikes,Mountain Bikes
353,BK-M68S-38,"Mountain-200 Silver, 38",2319.99,Silver,Mountain-200,38,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Current,Bikes,Mountain Bikes
354,BK-M68S-42,"Mountain-200 Silver, 42",2071.4196,Silver,Mountain-200,42,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Outdate,Bikes,Mountain Bikes
355,BK-M68S-42,"Mountain-200 Silver, 42",2319.99,Silver,Mountain-200,42,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Current,Bikes,Mountain Bikes
356,BK-M68S-46,"Mountain-200 Silver, 46",2071.4196,Silver,Mountain-200,46,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Outdate,Bikes,Mountain Bikes
357,BK-M68S-46,"Mountain-200 Silver, 46",2319.99,Silver,Mountain-200,46,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,"M ",Current,Bikes,Mountain Bikes
